title,description,genre,published_date,authors,processed_description
dune,what the lord of the rings is to fantasy dune is to science fiction presenting one of the most influential works of all time which has inspired countless other stories for more than half a century this is an aweinspiring world and a story of truly epic scope an astonishing science fiction phenomenon washington post i know nothing comparable to it except the lord of the rings arthur c clarke it is possible that dune is even more relevant now than when it was first published new yorker paul atreides son of duke leto atreides and all of his family have been sent to the planet arrakis having been outmanoeuvred by their archenemy baron harkonnen arrakis  also known as dune  is an arid place but a planet of fabulous wealth the only source of a drug prized throughout the galactic empire spice what will happen next will change everything there are secrets on dune known only to the planets native people the fremen they have been waiting for their moment to make their move paul will be brought into the path by terrible events beyond his control but paul himself is important he is the child of destiny a child of prophecy and within him is the power to bring the empire to its knees joint winner of the hugo award for best novel 1966 winner of the nebula award for best novel 1965 read the book which inspired the academy awardwinning and jawdropping cinematic events dune part one 2021 and dune part two 2024 a science fiction spectacular like no other this is a deeply climate conscious novel and a compelling family saga for the ages,science fiction,2010,frank herbert,lord ring fantasy dune science fiction presenting one influential work time inspired countless story half century aweinspiring world story truly epic scope astonishing science fiction phenomenon washington post know nothing comparable except lord ring arthur c clarke possible dune even relevant first published new yorker paul atreides son duke leto atreides family sent planet arrakis outmanoeuvred archenemy baron harkonnen arrakis also known dune arid place planet fabulous wealth source drug prized throughout galactic empire spice happen next change everything secret dune known planet native people fremen waiting moment make move paul brought path terrible event beyond control paul important child destiny child prophecy within power bring empire knee joint winner hugo award best novel 1966 winner nebula award best novel 1965 read book inspired academy awardwinning jawdropping cinematic event dune part one 2021 dune part two 2024 science fiction spectacular like deeply climate conscious novel compelling family saga age
women and gaming,today virtual worlds abound avatars are every day occurrences and video games are yesterdays news but todays games are not just a pastime for millions  they are also a technological focal point for new forms of learning james paul gee and elisabeth hayes are leading researchers in the field of gaming and here they argue that women gamersa group too often marginalizedare at the forefront of todays online learning world by utilizing the tools of gaming in ways never before imagined  actively engaging in game design writing fan fiction and organizing themselves into collaborative learning communities  women of all ages acquire the tools to successfully navigate the complex social cultural  and economic problems of the 21st century women are leading the way to a new understanding of online learning techniques from cultural production to learning communities to technical proficiency in the latest software this book draws on case studies about women who play the sims the best selling game in history to argue for a new general theory of learning for the 21st century,science fiction,2010,james paul gee elisabeth r hayes,today virtual world abound avatar every day occurrence video game yesterday news today game pastime million also technological focal point new form learning james paul gee elisabeth hayes leading researcher field gaming argue woman gamersa group often marginalizedare forefront today online learning world utilizing tool gaming way never imagined actively engaging game design writing fan fiction organizing collaborative learning community woman age acquire tool successfully navigate complex social cultural economic problem 21st century woman leading way new understanding online learning technique cultural production learning community technical proficiency latest software book draw case study woman play sims best selling game history argue new general theory learning 21st century
the magazine in america 17411990,this carefully researched and sweeping work ranges from tales of the earliest magazine the general magazine of benjamin franklin and american magazine of andrew bradford to contemporary giants such as tv guide and sports illustrated and includes a history of the business press,science fiction,1991,john william tebbel mary ellen zuckerman,carefully researched sweeping work range tale earliest magazine general magazine benjamin franklin american magazine andrew bradford contemporary giant tv guide sport illustrated includes history business press
the writing on the cloud,this book is a pathbreaking collection of essays which explore the diverse and complex ways american culture has been shaped by the looming presence of the atomic bomb the central icon of technology diplomacy and war of the second half of the twentieth century these essays were originally presented as papers at a 1995 conference at bowling green state university commemorating the fiftieth anniversary of the bomb this collection is unusual in the range of subjects addressed which range from abstract expressionism and modernist poetry to television sitcoms and advertisements for lipstick and appliances the papers fall into four general areas of investigation and interpretation the analysis of widespread cultural issues or social movements the examination of particular cultural artifacts the explorations of aspects of political diplomatic or military history and recollections or interpretations of personal experience contents the consequences of the atomic bomb the end of the soviet union and the beginning of environmental hysteria edward teller bert the turtle meets doctor spock parenting in atomic age america daniel gomes commercial fallout the image of progress and the feminine consumer in the atomic age 19451962 john gregory stocke from the missile gap to the culture gap modernism in the fallout from sputnik david howard detonating on canvas the abstract bomb in american art richard martin sane and beyond sane poets and the hbomb 19581960 daniel belgrad from science to science fiction leo szilard and fictional persuasion michael l lewis shboom or how early rock  roll taught us to stop worrying and love the bomb richard aquila are you ready for the great atomic power music and protest 19451960 joseph c ruff stories told by godzilla and rodan helen schwartz the berlin crisis the bomb shelter craze and bizarre television expressions of an atomic age counterculture in the early 1960s margot a henricksen peace on earth without goodwill t,science fiction,1997,alison m scott christopher d geist,book pathbreaking collection essay explore diverse complex way american culture shaped looming presence atomic bomb central icon technology diplomacy war second half twentieth century essay originally presented paper 1995 conference bowling green state university commemorating fiftieth anniversary bomb collection unusual range subject addressed range abstract expressionism modernist poetry television sitcom advertisement lipstick appliance paper fall four general area investigation interpretation analysis widespread cultural issue social movement examination particular cultural artifact exploration aspect political diplomatic military history recollection interpretation personal experience content consequence atomic bomb end soviet union beginning environmental hysteria edward teller bert turtle meet doctor spock parenting atomic age america daniel gomes commercial fallout image progress feminine consumer atomic age 19451962 john gregory stocke missile gap culture gap modernism fallout sputnik david howard detonating canvas abstract bomb american art richard martin sane beyond sane poet hbomb 19581960 daniel belgrad science science fiction leo szilard fictional persuasion michael l lewis shboom early rock roll taught u stop worrying love bomb richard aquila ready great atomic power music protest 19451960 joseph c ruff story told godzilla rodan helen schwartz berlin crisis bomb shelter craze bizarre television expression atomic age counterculture early 1960s margot henricksen peace earth without goodwill
sublime voices,since the 1950s abe kōbō 19241993 has achieved an international reputation for his surreal or grotesque brand of literature bolton explores how this reconciliation of ideas and dialects is for abe part of the process whereby texts and individuals form themselvesa search for identity that occurs at the level of the self and society at large,science fiction,2009,christopher bolton,since 1950s abe kōbō 19241993 achieved international reputation surreal grotesque brand literature bolton explores reconciliation idea dialect abe part process whereby text individual form themselvesa search identity occurs level self society large
dying planet,for more than a century mars has been at the center of debates about humanitys place in the cosmos focusing on perceptions of the red planet in scientific works and science fiction dying planet analyzes the ways mars has served as a screen onto which humankind has projected both its hopes for the future and its fears of ecological devastation on earth robert markley draws on planetary astronomy the history and cultural study of science science fiction literary and cultural criticism ecology and astrobiology to offer a crossdisciplinary investigation of the cultural and scientific dynamics that have kept mars on front pages since the 1800s markley interweaves chapters on science and science fiction enabling him to illuminate each arena and to explore the ways their concerns overlap and influence one another he tracks all the major scientific developments from observations through primitive telescopes in the seventeenth century to data returned by the rovers that landed on mars in 2004 markley describes how major science fiction writersh g wells kim stanley robinson philip k dick edgar rice burroughs ray bradbury robert heinlein and judith merrilresponded to new theories and new controversies he also considers representations of mars in film on the radio and in the popular press in its comprehensive study of both science and science fiction dying planet reveals how changing conceptions of mars have had crucial consequences for understanding ecology on earth,science fiction,2005,robert markley,century mar center debate humanity place cosmos focusing perception red planet scientific work science fiction dying planet analyzes way mar served screen onto humankind projected hope future fear ecological devastation earth robert markley draw planetary astronomy history cultural study science science fiction literary cultural criticism ecology astrobiology offer crossdisciplinary investigation cultural scientific dynamic kept mar front page since 1800s markley interweaves chapter science science fiction enabling illuminate arena explore way concern overlap influence one another track major scientific development observation primitive telescope seventeenth century data returned rover landed mar 2004 markley describes major science fiction writersh g well kim stanley robinson philip k dick edgar rice burroughs ray bradbury robert heinlein judith merrilresponded new theory new controversy also considers representation mar film radio popular press comprehensive study science science fiction dying planet reveals changing conception mar crucial consequence understanding ecology earth
practices of the sentimental imagination,the history of the book in nineteenthcentury japan follows an uneven course that resists the simple chronology often used to mark the divide between premodern and modern literary history by examining the obscured histories of publication circulation and reception of widely consumed literary works from late edo to the early meiji period jonathan zwicker traces a genealogy of the literary field across a long nineteenth century one that stresses continuities between the generic conventions of early modern fiction and the modern novel in the literature of sentiment zwicker locates a tearstreaked lens through which to view literary practices and readerly expectations that evolved across the century practices of the sentimental imagination emphasizes both qualitative and quantitative aspects of literary production and consumption balancing close readings of canonical and noncanonical texts sophisticated applications of critical theory and careful archival research into the holdings of nineteenthcentury lending libraries and private collections by exploring the relationships between and among japanese literary works and texts from late imperial china europe and america zwicker also situates the japanese novel within a larger literary history of the novel across the global nineteenth century,science fiction,2006,jonathan e zwicker,history book nineteenthcentury japan follows uneven course resists simple chronology often used mark divide premodern modern literary history examining obscured history publication circulation reception widely consumed literary work late edo early meiji period jonathan zwicker trace genealogy literary field across long nineteenth century one stress continuity generic convention early modern fiction modern novel literature sentiment zwicker locates tearstreaked lens view literary practice readerly expectation evolved across century practice sentimental imagination emphasizes qualitative quantitative aspect literary production consumption balancing close reading canonical noncanonical text sophisticated application critical theory careful archival research holding nineteenthcentury lending library private collection exploring relationship among japanese literary work text late imperial china europe america zwicker also situates japanese novel within larger literary history novel across global nineteenth century
science fiction science fact,compares what writers over the centuries have written about an imaginary future with the reality revealed by time,science fiction,1991,isaac asimov,compare writer century written imaginary future reality revealed time
gay and gaia,gay and gaia is daniel spencers bold passionate call to rethink sexuality ecology and the sacred contending that ecological ethics must become the grounding for all ethics the author asserts that genuine justice requires right relation among all of creation not simply among human beings spencer urges us  gay and straight bisexual transgendered  to reject a humancentered anthropocentric worldview in favor of an ecocentric worldview yet our responses to the ecological crises need to be rooted in and nourished by our appreciation of the erotic only when we are able to integrate our sexuality with our spirituality will we fully experience the divine  and fully live out our ethical values,science fiction,1996,daniel teberg spencer,gay gaia daniel spencer bold passionate call rethink sexuality ecology sacred contending ecological ethic must become grounding ethic author asserts genuine justice requires right relation among creation simply among human being spencer urge u gay straight bisexual transgendered reject humancentered anthropocentric worldview favor ecocentric worldview yet response ecological crisis need rooted nourished appreciation erotic able integrate sexuality spirituality fully experience divine fully live ethical value
red cosmos,often called the grandfather of russian rocketry k e tsiolkovskii first conceived of multistage rockets that would later be adapted as the basis of both the us and soviet rocket programs mining a myriad of russian archives andrews produces a study of soviet technological propaganda local science education public culture in the 1920s and 1930s and the cultural ramifications of space flight,science fiction,2009,james t andrews,often called grandfather russian rocketry k e tsiolkovskii first conceived multistage rocket would later adapted basis u soviet rocket program mining myriad russian archive andrew produce study soviet technological propaganda local science education public culture 1920s 1930s cultural ramification space flight
integrating science and language arts,this excellent new resource presents a substantive integration of science and language arts curriculum organized in teaching units activities are organized topically to allow teachers to work with complete teaching units for planning purposes all the science activities have been fully researched and are explained with appropriate background information the language arts activities have a whole language approach elementary classroom teachers a longwood professional book,science fiction,1996,donna gail shaw claudia s dybdahl,excellent new resource present substantive integration science language art curriculum organized teaching unit activity organized topically allow teacher work complete teaching unit planning purpose science activity fully researched explained appropriate background information language art activity whole language approach elementary classroom teacher longwood professional book
the country of the pointed firs and other fiction,this volume includes jewetts classic novella and 13 of her short stories written towards the end of her career the introduction a pharmacopoeia and extensive explanatory notes suggest a variety of ways to explore jewetts subtle fiction,science fiction,1996,sarah orne jewett,volume includes jewetts classic novella 13 short story written towards end career introduction pharmacopoeia extensive explanatory note suggest variety way explore jewetts subtle fiction
archangel,a twelveyearold boy discovers the wonders of science and the natural world from motorized bicycles to airplanes to xray technology and genetics in this collection of five stories,science fiction,2013,andrea barrett,twelveyearold boy discovers wonder science natural world motorized bicycle airplane xray technology genetics collection five story
the holodeck in the garden,collecting twenty essays written by distinguished scholars from the united states and germany the holodeck in the garden offers an informative tour of the complex interrelations between science technology and contemporary american literature contributors include michael berube writing on colson whiteheads the intuitionist joseph conte on william gibson and bruce sterling david cowart on don delillos cosmopolis carl djerassi on scienceinfiction n katherine hayles on neal stephensons cryptonomicon ursula heise on risk and narrative in the contemporary novel john johnston on network theory brian mchale on harry mathews kathy acker and gilbert sorrentino joseph tabbi on william gaddis and curtis white on the great american disaster machine,science fiction,2004,peter freese charles b harris,collecting twenty essay written distinguished scholar united state germany holodeck garden offer informative tour complex interrelation science technology contemporary american literature contributor include michael berube writing colson whitehead intuitionist joseph conte william gibson bruce sterling david cowart delillos cosmopolis carl djerassi scienceinfiction n katherine hayles neal stephenson cryptonomicon ursula heise risk narrative contemporary novel john johnston network theory brian mchale harry mathews kathy acker gilbert sorrentino joseph tabbi william gaddi curtis white great american disaster machine
sound rising from the paper,chinese martial arts novels from the late nineteenth century are full of suggestive sounds characters curse in colorful dialect accents and action scenes come to life with the loud clash of swords paize keulemans examines the relationship between these novels and earlier storyteller manuscripts to explain the purpose and history of these sounds,science fiction,2014,paize keulemans,chinese martial art novel late nineteenth century full suggestive sound character curse colorful dialect accent action scene come life loud clash sword paize keulemans examines relationship novel earlier storyteller manuscript explain purpose history sound
bulletin of the georgia academy of science,beginning in 1947 includes program and abstracts of papers presented at its annual meeting,science fiction,1975,georgia academy of science,beginning 1947 includes program abstract paper presented annual meeting
an introduction to modern greek literature,the book highlights those writers and works which have enjoyed critical or popular acclaim and emphasizes the relationships which link one work with another and with its historical context it moves from the varying responses to european romanticism which defined greek literature in the nineteenth century culminating in the work of palamas and cavafy in the first decades of this century to the modernist influenced work of the years from the 1920s to 1945,science fiction,1994,roderick beaton,book highlight writer work enjoyed critical popular acclaim emphasizes relationship link one work another historical context move varying response european romanticism defined greek literature nineteenth century culminating work palamas cavafy first decade century modernist influenced work year 1920s 1945
postmodern time and space in fiction and theory,postmodern time and space in fiction and theory seeks to place the contemporary transformation of notions of space and time often attributed to the technologies we use in the context of the ongoing transformations of modernity bringing together examples of modern and contemporary fiction from defoe to delillo frankenstein to finnegans wake and theoretical discussions of the modern and the postmodern the author explores the legacy of modern transformations of space and time under five headings the space of nature the space of the city postmodern or most modern time the time and space of the work of art in the age of digital reproduction and travel from modernity to these five essays reexamine the meanings of modernity and its aftermath in relation to the spaces and times of the natural the urban and the media environment,science fiction,2020,michael kane,postmodern time space fiction theory seek place contemporary transformation notion space time often attributed technology use context ongoing transformation modernity bringing together example modern contemporary fiction defoe delillo frankenstein finnegans wake theoretical discussion modern postmodern author explores legacy modern transformation space time five heading space nature space city postmodern modern time time space work art age digital reproduction travel modernity five essay reexamine meaning modernity aftermath relation space time natural urban medium environment
climate change communication,proceedings of a conference that provided a foundation to begin addressing matters related to communicating the climate change issue in order to raise awareness confer understanding and motivate action presentations are organized under the following themes climate change perceptions among scientists  decision makers influences on public understanding of climate change organizational roles in communicating about climate change national  regional communication strategies climate change perceptions among the public assessment of media representations of climate change promotion of community action stakeholder framing of climate change communication and the sciencepolicy interface lessons for civic engagement from other participatory processes social marketing strategies communitybased communication strategies climate change education through science fiction climate change curriculum development values and responsibility scenarios as communication tools engaging youth  educators linking climate change knowledge  action stakeholder engagement in the agricultural sector motivating change developing an international climate change communication network communication of natural variability  extremes the role of libraries  the internet and climate change from an inuit perspective the final section includes summaries of conference workshops public forums and poster papers,science fiction,2000,daniel james scott canada environment canada university of waterloo,proceeding conference provided foundation begin addressing matter related communicating climate change issue order raise awareness confer understanding motivate action presentation organized following theme climate change perception among scientist decision maker influence public understanding climate change organizational role communicating climate change national regional communication strategy climate change perception among public assessment medium representation climate change promotion community action stakeholder framing climate change communication sciencepolicy interface lesson civic engagement participatory process social marketing strategy communitybased communication strategy climate change education science fiction climate change curriculum development value responsibility scenario communication tool engaging youth educator linking climate change knowledge action stakeholder engagement agricultural sector motivating change developing international climate change communication network communication natural variability extreme role library internet climate change inuit perspective final section includes summary conference workshop public forum poster paper
space  amern imagination,examining popular images that have helped motivate the most ambitious civil space program in the world mccurdy argues that the spacefaring dream tapped into several of americas most deeply rooted cultural ideals he also explains how space advocates playing on the publics cold war fears convinced politicians that control of space meant control of the earthhe also contends that the gaps between expectations and reality led to public policy obligated to entertain as well as inform 43 photos,science fiction,1997,howard e mccurdy,examining popular image helped motivate ambitious civil space program world mccurdy argues spacefaring dream tapped several america deeply rooted cultural ideal also explains space advocate playing public cold war fear convinced politician control space meant control earthhe also contends gap expectation reality led public policy obligated entertain well inform 43 photo
reading mavis gallant,this book examines the nature and scope of the work of mavis gallant the noted canadian short story writer and novelist who delights readers with the elegance and authority of her prose while disconcerting them with the sharp edge of her vision examining her fiction journalism and work in the theatre keefer explores her preoccupation with the prison of childhood and the constricted world of women as well as her continual concern with the function of memory keefer also focuses closely on both the rewards and the problems that readers encounter in any sustained engagement with gallants work raising important questions about the nature of contemporary fiction and gallants unique canadian perspective,science fiction,1989,janice kulyk keefer,book examines nature scope work mavis gallant noted canadian short story writer novelist delight reader elegance authority prose disconcerting sharp edge vision examining fiction journalism work theatre keefer explores preoccupation prison childhood constricted world woman well continual concern function memory keefer also focus closely reward problem reader encounter sustained engagement gallant work raising important question nature contemporary fiction gallant unique canadian perspective
pseudoscience and science fiction,aliens flying saucers esp the bermuda triangle antigravity  are we talking about science fiction or pseudoscience sometimes it is difficult to tell the difference both pseudoscience and science fiction sf are creative endeavours that have little in common with academic science beyond the superficial trappings of jargon and subject matter the most obvious difference between the two is that pseudoscience is presented as fact not fiction yet like sf and unlike real science pseudoscience is driven by a desire to please an audience  in this case people who want to believe this has led to significant crossfertilization between the two disciplines sf authors often draw on real pseudoscientific theories to add verisimilitude to their stories while on other occasions pseudoscience takes its cue from sf  the symbiotic relationship between ufology and hollywood being a prime example of this this engagingly written well researched and richly illustrated text explores a wide range of intriguing similarities and differences between pseudoscience and the fictional science found in sf andrew may has a degree in natural sciences from cambridge university and a phd in astrophysics from manchester university after many years in academia and the private sector he now works as a freelance writer and scientific consultant he has written pocket biographies of newton and einstein as well as contributing to a number of popular science books he has a lifelong interest in science fiction and has had several articles published in fortean times magazine,science fiction,2016,andrew may,alien flying saucer esp bermuda triangle antigravity talking science fiction pseudoscience sometimes difficult tell difference pseudoscience science fiction sf creative endeavour little common academic science beyond superficial trapping jargon subject matter obvious difference two pseudoscience presented fact fiction yet like sf unlike real science pseudoscience driven desire please audience case people want believe led significant crossfertilization two discipline sf author often draw real pseudoscientific theory add verisimilitude story occasion pseudoscience take cue sf symbiotic relationship ufology hollywood prime example engagingly written well researched richly illustrated text explores wide range intriguing similarity difference pseudoscience fictional science found sf andrew may degree natural science cambridge university phd astrophysics manchester university many year academia private sector work freelance writer scientific consultant written pocket biography newton einstein well contributing number popular science book lifelong interest science fiction several article published fortean time magazine
different engines,since its emergence in the seventeenth century science fiction has been a sustained coherent and subversive check on the promises and pitfalls of science in their turn invention and discovery have forced fiction writers to confront the nature and limits of reality different engines explores how this fascinating symbiosis shapes what we see do and dream from johannes keplers somnium to arthur c clarkes 2001 science fiction has emerged as a mode of thinking complementary to the scientific method science fictions field of interest is the gap between the new worlds uncovered by experimentation and exploration and the fantastic worlds of the imagination its proponents find drama in the tension between the familiar and the unfamiliar its readers many of them scientists and politicians find inspiration in the contrast between the ordinary and the extraordinary brake and hooks different engines is a unique provocative and compelling account of science fiction as the arbiter of progress,science fiction,2007,mark brake neil hook,since emergence seventeenth century science fiction sustained coherent subversive check promise pitfall science turn invention discovery forced fiction writer confront nature limit reality different engine explores fascinating symbiosis shape see dream johannes kepler somnium arthur c clarkes 2001 science fiction emerged mode thinking complementary scientific method science fiction field interest gap new world uncovered experimentation exploration fantastic world imagination proponent find drama tension familiar unfamiliar reader many scientist politician find inspiration contrast ordinary extraordinary brake hook different engine unique provocative compelling account science fiction arbiter progress
the oxford companion to australian film,the oxford companion to australian film is an indispensable reference for anyone interested in australian movies this companion is a comprehensive guide to the people and ideas that have made australian cinema it contains more than a thousand entries and was written by almost a hundred scholars and writers with expertise in different facets of australian film no other reference book on this subject contains so many features  succinct yet detailed entries on key figures actors directors producers writers designers composers etc  incisive discussions of major films with credits and plot summaries  longer essays on critical and historical themes  a series of extended interviews specially prepared for this companion with some of the luminaries of australian film including goeffrey rush and pamela rabe  over 100 illustrations portraits stills and posters  thorough bibliography  full list of afi awards  subject index providing easy access to relevant entries this companion celebrates australias love of the movies and provides a comprehensive and entertaining account of its unique contribution to the art,science fiction,1999,brian mcfarlane geoff mayer ina bertrand,oxford companion australian film indispensable reference anyone interested australian movie companion comprehensive guide people idea made australian cinema contains thousand entry written almost hundred scholar writer expertise different facet australian film reference book subject contains many feature succinct yet detailed entry key figure actor director producer writer designer composer etc incisive discussion major film credit plot summary longer essay critical historical theme series extended interview specially prepared companion luminary australian film including goeffrey rush pamela rabe 100 illustration portrait still poster thorough bibliography full list afi award subject index providing easy access relevant entry companion celebrates australia love movie provides comprehensive entertaining account unique contribution art
native american writers of the united states,contains fortythree alphabetically arranged essays that provide biographical and critical information about indian authors from throughout historymost of whom live or lived in the us and who wrote or write primarily in englishwho have made significant contributions to the body of native american literature,science fiction,1997,kenneth m roemer,contains fortythree alphabetically arranged essay provide biographical critical information indian author throughout historymost live lived u wrote write primarily englishwho made significant contribution body native american literature
bulgarian horizons,no 6 include separately paged literary supplements with articles in english french german and russian,science fiction,1984,,6 include separately paged literary supplement article english french german russian
out of the alleyway,these chapters trace the biographical thread running through nakagamis works while foregrounding such diverse facets of his writing as his interest in the modern possibilities of traditional myths and forms of storytelling his deployment of shocking tropes and images and his crafting of a unique poetic language,science fiction,2007,eve zimmerman,chapter trace biographical thread running nakagamis work foregrounding diverse facet writing interest modern possibility traditional myth form storytelling deployment shocking trope image crafting unique poetic language
the planets,consists of essays by astronomers speculations by science fiction authors and illustrations by space artists,science fiction,1985,byron preiss,consists essay astronomer speculation science fiction author illustration space artist
cosmic catastrophes,a meteorite destroying los angeles another ice age a star explosion impossible not so according to astronomer gerrit verschuur who combines science fiction and science fact in this remarkable new book cosmic catastrophes predicts disasters on the largest possible scale catastrophes that could destroy our entire planet they could happen in a billion years or a thousand in a decade or tomorrow a nearby star explodes a large meteorite strikes the earth the temperature drops 10o to produce an ice age the magnetic field drops to zero a black hole orbiting the sun churns the earths oceans into huge tidal waves dr verschuur points out that we are an integral part of the universenot just observersand that cosmic events can and will affect our lives he uses science fiction to explore some of the more chilling possibilities then presents the science facts behind each of the potential disasters cosmic catastrophesa fascinating book for armchair astronomers and science fiction buffs alikepg 4 of cover,science fiction,1978,gerrit l verschuur,meteorite destroying los angeles another ice age star explosion impossible according astronomer gerrit verschuur combine science fiction science fact remarkable new book cosmic catastrophe predicts disaster largest possible scale catastrophe could destroy entire planet could happen billion year thousand decade tomorrow nearby star explodes large meteorite strike earth temperature drop 10o produce ice age magnetic field drop zero black hole orbiting sun churn earth ocean huge tidal wave dr verschuur point integral part universenot observersand cosmic event affect life us science fiction explore chilling possibility present science fact behind potential disaster cosmic catastrophesa fascinating book armchair astronomer science fiction buff alikepg 4 cover
the cyborg handbook,on cybernetic organisms cyborgs,science fiction,1995,chris hables gray steven mentor,cybernetic organism cyborg
time for discovery informational books,fiftyseven excerpts from nonfiction books in the physical biological and social sciences includes a discussion of the use of these books and an annotated bibliography of other selected books for children and young people,science fiction,1971,,fiftyseven excerpt nonfiction book physical biological social science includes discussion use book annotated bibliography selected book child young people
dreams must explain themselves,ursula k le guin has won or been nominated for over 200 awards for her fiction including the hugo nebula world fantasy and sfwa grand master awards she is the acclaimed author of the earthsea sequence and the left hand of darkness  which alone would qualify her for literary immortality  as well as a remarkable body of short fiction including the powerful hugowinning the ones who walk away from omelas and the masterpiece of anthropological and environmental sf the word for world is forest  winner of the hugo award for best novella but ursula le guins talents do not stop at fiction over the course of her extraordinary career she has penned numerous essays around themes important to her anthropology environmentalism feminism social justice and literary criticism to name a few she has responded in detail to criticism of her own work and even reassessed that work in the context of such critiques this selection of the best of le guins nonfiction shows an agile mind an unparalleled imagination and a ferocious passion to argue against injustice in 2014 ursula le guin was awarded the national book foundations medal for distinguished contribution to american letters and her widely praised acceptance speech is one of the highlights of this volume which shows that one of modern literatures most original voices is also one of its purest consciences,science fiction,2018,ursula k le guin,ursula k le guin nominated 200 award fiction including hugo nebula world fantasy sfwa grand master award acclaimed author earthsea sequence left hand darkness alone would qualify literary immortality well remarkable body short fiction including powerful hugowinning one walk away omelas masterpiece anthropological environmental sf word world forest winner hugo award best novella ursula le guins talent stop fiction course extraordinary career penned numerous essay around theme important anthropology environmentalism feminism social justice literary criticism name responded detail criticism work even reassessed work context critique selection best le guins nonfiction show agile mind unparalleled imagination ferocious passion argue injustice 2014 ursula le guin awarded national book foundation medal distinguished contribution american letter widely praised acceptance speech one highlight volume show one modern literature original voice also one purest conscience
opus 100,isaac asimovs 100th book a collection including samples of the range of his writings,science fiction,1969,isaac asimov,isaac asimov 100th book collection including sample range writing
nova 19651975,a chronicle of the magazine novas visual impact and influence during the eleven years it was published,science fiction,1993,david hillman,chronicle magazine nova visual impact influence eleven year published
the book of mars,from myth to musk astrology to astronomy the red planet in fact and fiction  dr stuark clark selects the very best writing about mars,science fiction,2022,stuart clark,myth musk astrology astronomy red planet fact fiction dr stuark clark selects best writing mar
the oxford dictionary of phrase saying and quotation,compiles over 10000 quotations proverbs and phrases on over 350 themes among them actors and acting bores and boredom elections food and drink kissing madness schools taxes the weather and youth many are attributed with reference to particular works while others merely explain the meaning and sometimes the background for example a carthaginian peace is a peace settlement that imposes very severe terms of the defeated side and refers to the ultimate destruction of carthage by rome in the punic wars a keyword index presents abbreviated versions to facilitate finding a particular perhaps half remembered quotation annotation copyrighted by book news inc portland or,science fiction,1997,elizabeth m knowles,compiles 10000 quotation proverb phrase 350 theme among actor acting bore boredom election food drink kissing madness school tax weather youth many attributed reference particular work others merely explain meaning sometimes background example carthaginian peace peace settlement imposes severe term defeated side refers ultimate destruction carthage rome punic war keyword index present abbreviated version facilitate finding particular perhaps half remembered quotation annotation copyrighted book news inc portland
comeuppance,flesch delivers the freshest most generous thinking about the novel since walter benjamin wrote on the storyteller and wayne c booth on the rhetoric of fiction in clear and engaging prose flesch integrates evolutionary psychology into literary studies creating a new theory of fiction in which form and content flawlessly intermesh,science fiction,2009,william flesch,flesch delivers freshest generous thinking novel since walter benjamin wrote storyteller wayne c booth rhetoric fiction clear engaging prose flesch integrates evolutionary psychology literary study creating new theory fiction form content flawlessly intermesh
english fiction and the evolution of language 18501914,victorian science changed language from a tool into a natural phenomenon evolving independently of its speakers will abberley explores how science and fiction interacted in imagining different stories of language evolution popular narratives of language progress clashed with others of decay and degeneration furthermore the blurring of language evolution with biological evolution encouraged victorians to reimagine language as a mixture of social convention and primordial instinct abberley argues that fiction by authors such as charles kingsley thomas hardy and h g wells not only reflected these intellectual currents but also helped to shape them genres from utopia to historical romance supplied narrative models for generating thought experiments in the possible pasts and futures of language equally fiction that explored the instinctive roots of language intervened in debates about language standardisation and scientific objectivity these textual readings offer new perspectives on twentyfirstcentury discussions about language evolution and the language of science,science fiction,2015,will abberley,victorian science changed language tool natural phenomenon evolving independently speaker abberley explores science fiction interacted imagining different story language evolution popular narrative language progress clashed others decay degeneration furthermore blurring language evolution biological evolution encouraged victorian reimagine language mixture social convention primordial instinct abberley argues fiction author charles kingsley thomas hardy h g well reflected intellectual current also helped shape genre utopia historical romance supplied narrative model generating thought experiment possible past future language equally fiction explored instinctive root language intervened debate language standardisation scientific objectivity textual reading offer new perspective twentyfirstcentury discussion language evolution language science
